wishes, होगी,
hurdles बाधाएं
coordinated समन्वित
Mukharjee अभिजीत
Shareek-e-Hayaat हयात
yes; हाँ;
significant. समन्वित
99 99
luxuries अशायसों
sections. भागों
glands ग्रंथियाँ
seed. किये
Rabbit खरगोश
kills जाएगें।
dialogues, संवाद,
biography, जीवनी,
dictionary जीवनी,
Mujaffarpur मुजफ्फरपुर
depth. गहराई
areas. भागों
parasites वाह्‍य
winter सर्दी
tolerate बर्दाश्त
February). फरवरी)
4-5 सामान्यत:
heat. ताप
honour. इज़्जत
death,she मरते।
something कुछ
experiments किये
strategy रणनीति
cold. बर्दाश्त
destination. जद्दोजहद
weather. सर्दी
barn खलिहानों
Ramnath. रामनाथ
fibers रेशों
attractive आकर्षक
champa चम्पा
173 173
judgemental निर्णायक
clog जमाव
matter? ली?
completely पूरी
Group ग्रुप
Missouri मिसौरी
characteristic वैशिष्‍ट्‍य
Nagaland नगालैंड
speed घटाव
multitude इकाइयों
shoe जूता
Malya माल्या
construction कंस्ट्रक्शन
outside. संभालता
fully पूरी
yaar दोनों।
edible अखाद्य
Vidyasagar, विद्यासागर,
non-existence क्रियाओं
Works किये
entire पूरी
Connecting संचार
barns. खलिहानों
considers मानते
enlisted सूचीबद्ध
specialty वैशिष्‍ट्‍य
strategies रणनीति
blazed इन्कार
Bir. बीर
enlisted. सूचीबद्ध
co-ordinated समन्वित
Winter सर्दी
generally. बीजी
Whether वैशिष्‍ट्‍य
drink? पिएगा
Usually सामान्यत:
USA यूएसए
5.12 5.12
fibres 5.12
pace समगतिशील
(NFDC) (एनएफडीबी)
stocked ज़्यादा
hem बांधने
proposition प्राक्कलन
Muglai मुगलई
complete पूरी
circulation संचार
status. प्राक्कलन
1,80,0000000 हज़ार
chikki चिक्‍की
believe मानते
Sahab-E-Alam धोये
totally पूरी
consider मानते
cones. कोन
attractive. आकर्षक
socio-cultural सामाजिक-सांस्कृतिक
Including जम्मू:
non अखाद्य
Padhana पधाना।
entirely पूरी
progress उन्नति
farming कृषीय
Lahore, लाहौर
Lahore. लाहौर
departed सिधारे
believes मानते
safety सुरक्षा
57 57
Integrated समन्वित
whole पूरी
collect वीरान
parents, माँ-बाप,
nicely. (दस
Hawa 'शोले',
security सुरक्षा
security. सुरक्षा
birth. जिसमे
poor. क्षीण
unadulterated कॉमर्शियल
punch. घूसा
met पूरी
village-town. गैर-बराबरी
passing गुजर
Farat. फरात
degree डिग्री
completely. पूरी
bloom खिलते
office कार्यालय
tongues बोलियों
brother. भाई।
637 637
offices कार्यालय
(female (स्री
pool जमाव
row-method. पंक्‍ति-विधि
decoded डीकोड
solving निराकरण
Further, महायुद्ध
glaciers अन्टार्कटिका
Necessarily अनिवार्यतः
sugar. रॉ
them. हुँ।
irrigation सिंचाइयों
declared घोषित
rupees. करोड़
crores करोड़
crore करोड़
Advancement उन्नति
consistent सुखाड़
Hathkargha हथकरघा
Handloom हथकरघा
Draught भारवाही
husband पति
creations कृतियाँ
Ardeshar आर्देशर
degrees डिग्री
reprimanded फटकार
tenancy. काश्तकारी
advancement उन्नति
electricity बिजली
Town 'स्वदेशी
condition. सुधारा
through. गुजर
Biji बीजी
improve सुधारा
trends ट्रेंड्स
Ashraf अशरफ़
camphor कपूर
think. करते।
reformed सुधारा
protection सुरक्षा
million करोड़
floor, बालुई
Can't कुछ
cup वर्ल्डकप
function सर्व
fallen गिरे
strategy. रणनीति
sesame तिल
electricity. बिजली
cup. वर्ल्डकप
billion करोड़
dryness सुखाड़
harvesting काटने
Meghnad, मेघनाद,
Nothing, कुछ
packed डिब्बाबन्दी
August-September. अगस्त-सितम्बर
think. भाईजान!
harvesting. काटने
draught सूबों
Nanjudaswami नंजुदास्वामी
complete कंपलीट
evergreen कालजयी
woman बुढ़िया
Thailand थाईलैण्ड
Aurat 'औरत'
crores. करोड़
flooded भरजाने
cutting काटने
know जानती
plough. जोतना
Cinema. चीज़ें
10 10
rates. सामग्रियो
dangerous खतरनाक
Pollination, परागण,
distance. जाता।
1983 1983
demarcation सीमांकन
Since चूंकि
Because चूंकि
India, हैं,
anklet शोख
participating. ग्रुप
polished पॉलिश
Camphor कपूर
2000-2500 2000-2500
acidity पीएच
pH. पीएच
posess आपमें
meters, हैं,
raining, हैं,
Bhola भोला!
karlo कारलो
mad पागल
perpetually खाई
Sammat सम्मत
Islands द्वीपों
empty खाली
anybody जानती
yellow. पीला
Bhola, भोला!
! भोला!
goods सामग्रियो
grandmother? बीजी
1.12 1.12
surrounded घिरे
vacate खाली
9-10 10
our हमारा
meet जरा
(son (हरिश्चंद्र
Manjhalee मँझली
they चर्बी
Sesame तिल
suited जलावन
Just जरा
honorable मलिका!
Chilly खाली
satisfy घूमते
nowhere जाता।
Jaal 'जाल'
carbohydrate चिकनाई,
took उठा
medal मेडल
sports पहले,
cubs अटखेलियां
liquidity तरलता
white. पीला
Our हमारा
Wow, वाह!
